GHG_QUANTITY_UNIT_OF_MEASURE,OTHER_GHG_NAME,FACILITY_ID,REPORTING_YEAR,GHG_QUANTITY_OVERRIDE_INDICATR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
METRIC TONS,,1004427,2020,,BEFESA ZINC US INC,0.0,BIOGENIC CARBON DIOXIDE
METRIC TONS,,1004427,2020,,BEFESA ZINC US INC,0.0,METHANE
METRIC TONS,,1004427,2020,,BEFESA ZINC US INC,0.0,NITROUS OXIDE
METRIC TONS,,1004427,2020,,BEFESA ZINC US INC,54399.7,CARBON DIOXIDE
METRIC TONS,,1004723,2020,,BEFESA ZINC US INC,0.0,BIOGENIC CARBON DIOXIDE
METRIC TONS,,1004723,2020,,BEFESA ZINC US INC,0.0,METHANE
METRIC TONS,,1004723,2020,,BEFESA ZINC US INC,0.0,NITROUS OXIDE
METRIC TONS,,1004723,2020,,BEFESA ZINC US INC,142153.3,CARBON DIOXIDE
METRIC TONS,,1004997,2020,,BEFESA ZINC US INC,0.0,BIOGENIC CARBON DIOXIDE
METRIC TONS,,1004997,2020,,BEFESA ZINC US INC,0.0,METHANE
METRIC TONS,,1004997,2020,,BEFESA ZINC US INC,0.0,NITROUS OXIDE
METRIC TONS,,1004997,2020,,BEFESA ZINC US INC,103438.8,CARBON DIOXIDE
METRIC TONS,,1005338,2020,,STEEL DUST RECYCLING LLC,0.0,BIOGENIC CARBON DIOXIDE
METRIC TONS,,1005338,2020,,STEEL DUST RECYCLING LLC,0.0,METHANE
METRIC TONS,,1005338,2020,,STEEL DUST RECYCLING LLC,0.0,NITROUS OXIDE
METRIC TONS,,1005338,2020,,STEEL DUST RECYCLING LLC,220593.4,CARBON DIOXIDE
METRIC TONS,,1005814,2020,,BEFESA ZINC US INC,0.0,BIOGENIC CARBON DIOXIDE
METRIC TONS,,1005814,2020,,BEFESA ZINC US INC,0.0,METHANE
METRIC TONS,,1005814,2020,,BEFESA ZINC US INC,0.0,NITROUS OXIDE
METRIC TONS,,1005814,2020,,BEFESA ZINC US INC,112282.2,CARBON DIOXIDE
